Ticker,Security Name,Company Name,Trading Status,Exchanges,Most Recent Trade Price ($USD Historical rate),Equity Security Type,CIK,Industry Classifications,% Change - Dividend Adj. Day Close Price [03/01/2006-03/01/2007],% Change - Dividend Adj. Day Close Price [03/01/2007-03/01/2008],% Change - Dividend Adj. Day Close Price [03/01/2008-03/01/2009],% Change - Dividend Adj. Day Close Price [03/01/2009-03/01/2010],% Change - Dividend Adj. Day Close Price [03/01/2010-03/01/2011],% Change - Dividend Adj. Day Close Price [03/01/2011-03/01/2012],% Change - Dividend Adj. Day Close Price [03/01/2012-03/01/2013],% Change - Dividend Adj. Day Close Price [03/01/2013-03/01/2014],% Change - Dividend Adj. Day Close Price [03/01/2014-03/01/2015],% Change - Dividend Adj. Day Close Price [03/01/2015-03/01/2016],% Change - Dividend Adj. Day Close Price [03/01/2016-03/01/2017],% Change - Dividend Adj. Day Close Price [03/01/2017-03/01/2018],% Change - Dividend Adj. Day Close Price [03/01/2018-03/01/2019],% Change - Dividend Adj. Day Close Price [03/01/2019-03/01/2020],% Change - Dividend Adj. Day Close Price [03/01/2020-03/01/2021]
NYSE:ICE,Common Stock,Intercontinental Exchange Inc.,Active,New York Stock Exchange (NYSE), 121.27 ,Common Stock,0001571949,Capital Markets (Primary); Diversified Financials (Primary); Financial Data Feeds (Primary); Financial Exchanges and Data (Primary); Financials (Primary); Security and Commodity Exchanges (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Asset Management and Custody Banks; Banks; Clearinghouses; Information Technology; Mortgage Brokers; Software; Software and Services; Thrifts and Mortgage Finance; Thrifts and Mortgage Finance,165.30,-13.50,-56.40,90.40,17.60,9.99,10.20,36.00,14.20,-0.19,28.60,23.80,8.47,17.10,29.10
NasdaqCM:ICAD,Common Stock,iCAD Inc.,Active,Nasdaq Capital Market (NasdaqCM), 18.53 ,Common Stock,0000749660,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Technology (Primary); Health Care Technology (Primary); Healthcare Industry Software (Primary); Health Care Equipment; Health Care Equipment and Supplies; Interventional Radiology Devices; Medical Testing Analyzing and Diagnostic Equipment; Radiology Equipment; Therapeutic Devices,164.70,-38.30,-64.00,58.90,-13.30,-58.90,115.30,112.20,-14.70,-56.50,-13.90,-1.34,36.50,165.90,42.50
NasdaqCM:GROW,Class A Common Stock,U.S. Global Investors Inc.,Active,Nasdaq Capital Market (NasdaqCM), 7.86 ,Common Stock,0000754811,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),164.10,-12.20,-76.50,155.50,-9.81,-3.36,-49.50,-2.70,-6.73,-51.70,13.50,93.30,-57.60,-19.50,577.60
AMEX:AXU,Common Shares,Alexco Resource Corp.,Active,NYSE MKT LLC (AMEX), 2.74 ,Common Stock,0001364128,Commercial and Professional Services (Primary); Commercial Services and Supplies (Primary); Environmental and Facilities Services (Primary); Industrials (Primary); Diversified Metal Ores; Diversified Metals and Mining; Gold; Gold Ores; Lead Ores; Materials; Materials; Metals and Mining; Silver; Silver Ores; Zinc Ores,162.20,-20.30,-62.80,95.40,144.20,-6.35,-53.20,-43.20,-74.00,63.00,150.00,-24.10,0.00,20.40,67.70
NasdaqGS:IEP,Depositary Units,Icahn Enterprises L.P.,Active,Nasdaq Global Select (NasdaqGS), 57.92 ,Common Stock,0000813762,Capital Goods (Primary); Industrial Conglomerates (Primary); Industrial Conglomerates (Primary); Industrials (Primary); Aluminum; Aluminum Die-Castings; Aluminum Foundries and Castings; Asset Management and Custody Banks; Automotive Retail; Capital Markets; Chemicals; Consumer Discretionary; Consumer Durables and Apparel; Consumer Services; Containers and Packaging; Distributors; Distributors; Diversified Consumer Services; Diversified Financials; Durable Goods Distribution; Energy; Energy; Fertilizers and Agricultural Chemicals; Financials; Golf; Health Care; Home Furnishings; Homebuilding; Hotels Restaurants and Leisure; Household Durables; Household Durables Distribution; Industrial Property Operators and Lessors; Leisure Facilities; Materials; Materials; Metal and Glass Containers; Metals and Mining; Motor Vehicle Rental and Leasing; Motor Vehicle Repair and Services; Motor Vehicles and Parts Distribution; Multi-family Residential Buildings; Nitrogenous Fertilizers; Nonresidential Building Operators and Lessors; Office Building Operators and Lessors; Oil and Gas Refining and Marketing; Oil and Gas Refining and Marketing; Oil Gas and Consumable Fuels; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals Biotechnology and Life Sciences; Plastic Packaging; Plastic Sausage Casings; Real Estate; Real Estate; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors; Residential Construction General Contractors and Operative Builders; Retailing; Road and Rail; Single-Family Houses; Specialized Consumer Services; Specialty Retail; Sports and Related Services; Steel; Steel Works Blast Furnaces And Finishing Mills; Transportation; Trucking,161.50,-12.30,-70.80,82.00,-12.40,3.66,47.10,92.60,-7.11,-30.40,-2.42,13.60,49.80,-8.34,14.40
NasdaqCM:GIGM,Common Shares,GigaMedia Limited,Active,Nasdaq Capital Market (NasdaqCM), 3.01 ,Common Stock,0001105101,Communication Services (Primary); Computer and Mobile Games (Primary); Entertainment (Primary); Entertainment Software (Primary); Interactive Home Entertainment (Primary); Media and Entertainment (Primary); Casinos and Gaming; Consumer Discretionary; Consumer Services; Gaming Operations; Hotels Restaurants and Leisure; Lottery Bingo Bookie And Other Gaming Operations; Online Gaming Operations,161.10,65.60,-70.10,-50.40,-61.00,23.00,-18.00,18.40,-40.00,-28.90,4.86,-7.28,-0.36,-15.10,43.90
AMEX:MAG,Common Shares,MAG Silver Corp.,Active,NYSE MKT LLC (AMEX), 18.06 ,Common Stock,0001230992,Materials (Primary); Materials (Primary); Metals and Mining (Primary); Silver (Primary); Silver Ores (Primary); Diversified Metal Ores; Diversified Metals and Mining; Gold; Gold Ores; Lead Ores; Zinc Ores,160.30,57.30,-59.50,16.80,64.50,-10.30,-5.23,-5.62,-0.22,3.31,120.90,-35.40,-5.92,-9.39,104.20
NasdaqGM:PPIH,Common Stock,Perma-Pipe International Holdings Inc.,Active,Nasdaq Global Market (NasdaqGM), 6.61 ,Common Stock,0000914122,Capital Goods (Primary); Industrial Machinery (Primary); Industrials (Primary); Machinery (Primary); Building Products; Building Products; Plumbing Fixtures and Equipment,155.30,-13.20,-68.10,23.70,76.80,-27.80,-10.90,115.00,-58.40,13.20,13.00,7.27,-1.69,0.35,-17.20
AMEX:EXN,Common Shares,Excellon Resources Inc.,Active,NYSE MKT LLC (AMEX), 2.88 ,Common Stock,0001263011,Materials (Primary); Materials (Primary); Metals and Mining (Primary); Silver (Primary); Silver Ores (Primary); Diversified Metal Ores; Diversified Metals and Mining; Gold; Gold Ores; Lead Ores; Zinc Ores,154.10,14.20,-88.40,256.10,28.80,-31.90,-26.60,-33.20,-58.60,-42.30,342.70,6.63,-41.80,-52.40,57.10
NasdaqCM:RIBT,Common Stock,RiceBran Technologies,Active,Nasdaq Capital Market (NasdaqCM), 0.917 ,Common Stock,0001063537; 0001365889,Animal Feed (Primary); Consumer Staples (Primary); Food Products (Primary); Food Beverage and Tobacco (Primary); Packaged Foods and Meats (Primary); Agricultural Products; Cash Grains; Grain And Field Beans; Household and Personal Products; Personal Products; Personal Products; Rice; Vitamins and Nutritional Supplements,153.50,-65.20,-79.00,-59.60,278.90,-66.70,-30.90,-70.90,-15.70,-70.30,-32.30,78.10,139.70,-67.10,-12.20
NasdaqCM:SWKH,Common Stock,SWK Holdings Corporation,Active,Nasdaq Capital Market (NasdaqCM), 16.66 ,Common Stock,0001089907,Business Credit Agencies (Primary); Credit Agencies (Primary); Diversified Financial Services (Primary); Diversified Financials (Primary); Financials (Primary); Specialized Finance (Primary); Anti-infective Drugs; Asset Management and Custody Banks; Capital Markets; Health Care; Investment Advice; Pharmaceutical Products; Pharmaceuticals; Pharmaceuticals; Pharmaceuticals Biotechnology and Life Sciences,150.00,-58.20,-53.50,28.80,5.88,-8.89,0.61,38.20,38.60,-35.10,0.00,8.78,-8.97,39.60,-1.20
NasdaqCM:APWC,Common Stock,Asia Pacific Wire & Cable Corporation Limited,Active,Nasdaq Capital Market (NasdaqCM), 3.3 ,Common Stock,0001026980,Capital Goods (Primary); Electrical Components and Equipment (Primary); Electrical Equipment (Primary); Industrials (Primary); Communications Equipment; Communications Equipment; Construction and Engineering; Construction and Engineering; Construction Support Services; Diversified Metals and Mining; Electrical Equipment Distribution; Engineering and Surveying Services; Engineering Services; Fabricated Structural Metal Products; Information Technology; Materials; Materials; Metals and Mining; Technology Hardware and Equipment; Trading Companies and Distributors; Trading Companies and Distributors,148.10,52.30,-78.40,140.90,90.60,-32.10,13.70,-24.60,-12.60,-40.10,81.80,5.30,-17.00,-43.70,326.10
AMEX:MLSS,Common Stock,Milestone Scientific Inc.,Active,NYSE MKT LLC (AMEX), 2.5 ,Common Stock,0000855683,Dental Care Equipment (Primary); Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Health Care Supplies; Medical Consumables; Surgical Sets and Instruments,147.60,-61.20,-40.60,150.00,-49.30,-56.60,248.50,30.40,86.70,-37.90,-10.90,-41.10,-62.20,537.70,72.30
NasdaqGS:SWBI,Common Stock,Smith & Wesson Brands Inc.,Active,Nasdaq Global Select (NasdaqGS), 17.78 ,Common Stock,0001092796,Consumer Discretionary (Primary); Consumer Durables and Apparel (Primary); Leisure Products (Primary); Leisure Products (Primary); Aerospace and Defense; Aerospace and Defense; Capital Goods; Diversified Financial Services; Diversified Financials; Financials; Industrials; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Investment Services and Holding Companies; Light Weapons and Ammunition; Multi-Sector Holdings; Patent Owners and Lessors; Retailing; Small Arms Ammunition; Small Arms and Guns,147.00,-58.50,-25.20,11.00,-8.71,36.90,84.90,17.10,17.70,90.30,-24.50,-51.60,37.70,-23.10,124.10
NYSE:MTRN,Common Stock,Materion Corporation,Active,New York Stock Exchange (NYSE), 67.73 ,Common Stock,0001104657,Diversified Metal Ores (Primary); Diversified Metals and Mining (Primary); Fabricated Structural Metal Products (Primary); Materials (Primary); Materials (Primary); Metals and Mining (Primary); Rolling Drawing And Extruding Of Diversified Metals (Primary); Chemicals; Commodity Chemicals; Industrial Coatings; Industrial Inorganic Chemicals; Precious Metals and Minerals; Specialty Chemicals,146.90,-37.60,-55.40,72.80,94.30,-29.30,-6.97,10.60,25.00,-29.30,42.80,40.80,17.10,-22.00,62.80
NYSE:WRK,Common Stock,WestRock Company,Active,New York Stock Exchange (NYSE), 53.3 ,Common Stock,0001732845,Containers and Packaging (Primary); Converted Paper And Paperboard Products (Primary); Corrugated And Solid Fiber Boxes (Primary); Folding Paperboard Boxes (Primary); Materials (Primary); Materials (Primary); Paper Packaging (Primary); Paperboard Containers And Boxes (Primary); Capital Goods; Chemical Distribution; Commercial and Professional Services; Commercial Services and Supplies; Corrugated Paper; Environmental and Facilities Services; Industrial Machinery; Industrial Service Paper; Industrials; Machinery; Office Services and Supplies; Outsourced Business Services; Packaging and Labeling Services; Packaging Machinery and Equipment; Paper and Forest Product Distribution; Paper and Forest Products; Paper Manufacturing; Paper Products; Paperboard Mills; Pulp Mills; Recycled Paper Products; Recycling Facilities; Sanitary Services; Trading Companies and Distributors; Trading Companies and Distributors,146.10,-16.80,4.15,57.40,55.40,9.69,25.00,28.30,24.90,-46.80,76.60,22.50,-40.10,-7.09,42.30
NYSE:CPA,Class A Common Stock,Copa Holdings S.A.,Active,New York Stock Exchange (NYSE), 81.15 ,Common Stock,0001345105,Airlines (Primary); Airlines (Primary); Commercial Airlines (Primary); Industrials (Primary); Transportation (Primary); Air Freight and Logistics; Air Freight and Logistics,144.50,-34.90,-25.90,108.40,-2.06,43.60,52.00,30.70,-13.30,-43.00,78.20,28.90,-33.60,-0.91,12.50
NYSE:GRA,Common Stock,W. R. Grace & Co.,Active,New York Stock Exchange (NYSE), 64.24 ,Common Stock,0001045309,Chemicals (Primary); Materials (Primary); Materials (Primary); Specialty Chemicals (Primary); Building Products; Building Products; Capital Goods; Industrials,142.50,-14.30,-73.60,435.90,22.60,55.80,25.40,41.00,-2.16,-12.80,3.50,-6.57,20.00,-26.40,8.92
NYSE:CEA,ADR-EACH REPR 50 'H'ORD SHS,China Eastern Airlines Corporation Limited,Active,New York Stock Exchange (NYSE), 22.73 ,Depository Receipt (Common Stock),0001030475; 0001030732,Airlines (Primary); Airlines (Primary); Commercial Airlines (Primary); Industrials (Primary); Transportation (Primary); Aerospace and Defense; Aerospace and Defense; Aerospace and Defense Maintenance and Services; Airport Services; Capital Goods; Commercial and Professional Services; Consulting Services; Consumer Discretionary; Consumer Services; Diversified Consumer Services; Education Services; Hotels; Hotels And Motels; Hotels Resorts and Cruise Lines; Hotels Restaurants and Leisure; Information Technology; Internet Services and Infrastructure; IT Services; Lodging; Professional Services; Research and Consulting Services; Software and Services; Specialty Educational Services; Tour Operators; Transportation Infrastructure; Travel and Tourism Services,136.80,272.90,-68.90,44.10,-3.64,-34.80,-20.90,-25.50,115.40,2.74,28.00,8.21,-23.10,-22.40,6.24
NasdaqGS:DHIL,Common Stock,Diamond Hill Investment Group Inc.,Active,Nasdaq Global Select (NasdaqGS), 159.4 ,Common Stock,0000909108,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary); Institutional Investment Advice (Primary); Investment Advice (Primary); Investment Funds (Primary); Personal Investment Advice (Primary),136.30,-17.60,-42.70,86.30,37.10,7.32,12.90,58.60,23.50,22.80,22.70,4.03,-26.30,-5.35,28.10
NasdaqGS:WETF,Common Stock,WisdomTree Investments Inc.,Active,Nasdaq Global Select (NasdaqGS), 6.47 ,Common Stock,0000880631; 0001385360,Asset Management and Custody Banks (Primary); Capital Markets (Primary); Diversified Financials (Primary); Financials (Primary),134.80,-63.60,-78.30,239.10,142.90,31.30,30.60,72.30,21.10,-31.70,-20.60,4.91,-16.30,-48.10,45.70
NasdaqGS:HURN,Common Stock,Huron Consulting Group Inc.,Active,Nasdaq Global Select (NasdaqGS), 54.63 ,Common Stock,0001289848,Commercial and Professional Services (Primary); Consulting Services (Primary); Industrials (Primary); Professional Services (Primary); Research and Consulting Services (Primary); Commercial Services and Supplies; Diversified Support Services,132.30,-15.60,-22.20,-43.80,21.10,37.70,-0.23,71.60,0.73,-13.40,-25.20,-18.30,36.00,23.80,-9.42
NasdaqGM:HMSY,Common Stock,HMS Holdings Corp.,Active,Nasdaq Global Market (NasdaqGM), 36.98 ,Common Stock,0001196501,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Technology (Primary); Health Care Technology (Primary); Health Care Providers and Services; Health Care Services,132.00,40.70,11.00,52.50,62.50,28.00,-7.91,-30.80,-14.30,-22.20,40.60,-15.60,115.80,-34.20,60.30
NasdaqGS:CRVL,Common Stock,CorVel Corporation,Active,Nasdaq Global Select (NasdaqGS), 118.19 ,Common Stock,0000874866,Health Care (Primary); Health Care Equipment and Services (Primary); Health Care Providers and Services (Primary); Health Care Services (Primary); Managed Health Care,130.60,-1.50,-37.40,77.50,47.80,-9.03,7.71,89.80,-23.00,17.90,0.29,13.80,43.30,0.88,53.20
NYSE:LFC,ADR EACH REP 15 ORD 'H'CNY1,China Life Insurance Company Limited,Active,New York Stock Exchange (NYSE), 10.22 ,Depository Receipt (Common Stock),0001268896,Financials (Primary); Health and Medical Insurance (Primary); Insurance (Primary); Insurance (Primary); Life and Health Insurance (Primary); Life Insurance (Primary); Accident Insurance; Asset Management and Custody Banks; Capital Markets; Casualty; Diversified Financials; Property and Casualty Insurance; Reinsurance,129.10,58.20,-30.40,62.60,-13.60,-18.70,-0.77,-1.06,49.10,-48.80,44.60,-0.19,-0.01,-19.10,-7.05
NYSE:TPX,Common Stock,Tempur Sealy International Inc.,Active,New York Stock Exchange (NYSE), 39.98 ,Common Stock,0001206264,Consumer Discretionary (Primary); Consumer Durables and Apparel (Primary); Home Furnishings (Primary); Household Durables (Primary); Mattresses and Beds (Primary); Mattresses and Foundations (Primary); Diversified Financial Services; Diversified Financials; Financials; Homefurnishing Retail; Internet and Direct Marketing Retail; Internet and Direct Marketing Retail; Investment Services and Holding Companies; Multi-Sector Holdings; Online Home Furnishing Retail; Online Specialty Retail; Patent Owners and Lessors; Retailing; Specialty Retail,129.00,-33.80,-64.20,377.40,56.80,77.00,-50.00,27.40,10.90,4.43,-21.40,3.22,20.20,27.60,86.80
NasdaqGS:IMKT.A,Class A Common Stock,Ingles Markets Incorporated,Active,Nasdaq Global Select (NasdaqGS), 62.26 ,Common Stock,0000050493,Consumer Staples (Primary); Food and Staples Retailing (Primary); Food and Staples Retailing (Primary); Food Retail (Primary); Full Stock Supermarkets (Primary); Grocery Stores (Primary); Dairy Products; Dairy Products and Eggs; Food Products; Food Beverage and Tobacco; Nonresidential Building Operators and Lessors; Packaged Foods and Meats; Real Estate; Real Estate; Real Estate Management and Development; Real Estate Operating Companies; Real Estate Operators And Lessors; Shopping Mall Operators and Lessors,128.90,-34.20,-41.60,12.60,34.10,-0.65,23.40,17.20,88.70,-20.10,38.70,-27.40,-3.07,16.20,55.60
AMEX:SMTS,Common Shares,Sierra Metals Inc.,Active,NYSE MKT LLC (AMEX), 3.37 ,Common Stock,0001348227; 0001705259,Diversified Metal Ores (Primary); Diversified Metals and Mining (Primary); Lead Ores (Primary); Materials (Primary); Materials (Primary); Metals and Mining (Primary); Zinc Ores (Primary); Copper; Copper Ores; Gold; Gold Ores; Silver; Silver Ores,127.90,-40.80,-87.90,171.40,147.40,-6.99,-26.50,-10.90,-27.50,-27.70,251.00,-19.00,-20.30,-22.10,91.10
